,tp,contactdate,contacttime,blocknumber,streetname,ReasonForStop,fulladdress,lat,lon
0,stop,2015-01-01 0:00:00,1604,1300,10TH ST,Traffic Violation,1300 10TH ST,37.8074338,-122.2906616
1,stop,2015-01-01 0:00:00,2145,,12th St & Jackson St,Reasonable Suspicion,12th St & Jackson St,37.8007886,-122.2662828
2,stop,2015-01-01 0:00:00,1543,900,32ND ST,Reasonable Suspicion,900 32ND ST,37.82241,-122.2760107
3,stop,2015-01-01 0:00:00,1100,3200,35TH AV,Traffic Violation,3200 35TH AV,37.7910896,-122.2046816
4,stop,2015-01-01 0:00:00,905,,35TH AVE & QUIGLEY ST,Traffic Violation,35TH AVE & QUIGLEY ST,37.7926715,-122.2023921
5,stop,2015-01-01 0:00:00,2255,,57th Ave & MACARTHUR BLVD,Traffic Violation,57th Ave & MACARTHUR BLVD,37.7768241,-122.1871221
6,stop,2015-01-01 0:00:00,1407,,73rd Ave & Hamilton Ave,Traffic Violation,73rd Ave & Hamilton Ave,37.7567734,-122.1908444
7,stop,2015-01-01 0:00:00,2312,1100,77TH AV,Traffic Violation,1100 77TH AV,37.7548189,-122.1885943
8,stop,2015-01-01 0:00:00,1042,300,8TH ST,Consensual Encounter,300 8TH ST,37.798806,-122.2701918
9,stop,2015-01-01 0:00:00,1705,1400,8TH ST,Traffic Violation,1400 8TH ST,37.8063601,-122.2934434
10,stop,2015-01-01 0:00:00,842,6600,AVENOL,Traffic Violation,6600 AVENOL,37.766374,-122.1879521
11,stop,2015-01-01 0:00:00,2353,700,Grand Av,Traffic Violation,700 Grand Av,37.8099507,-122.2493712
12,stop,2015-01-01 0:00:00,30,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
13,stop,2015-01-01 0:00:00,40,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
14,stop,2015-01-01 0:00:00,43,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
15,stop,2015-01-01 0:00:00,54,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
16,stop,2015-01-01 0:00:00,100,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
17,stop,2015-01-01 0:00:00,110,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
18,stop,2015-01-01 0:00:00,115,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
19,stop,2015-01-01 0:00:00,120,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
20,stop,2015-01-01 0:00:00,125,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
21,stop,2015-01-01 0:00:00,140,600,Hegenberger Rd,Traffic Violation,600 Hegenberger Rd,37.745705,-122.1956898
22,stop,2015-01-01 0:00:00,143,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
23,stop,2015-01-01 0:00:00,2247,,Hegenberger Rd,Traffic Violation,Hegenberger Rd,37.7426018,-122.1961212
24,stop,2015-01-01 0:00:00,130,600,Hegenberger Road,Traffic Violation,600 Hegenberger Road,37.745705,-122.1956898
25,stop,2015-01-01 0:00:00,844,3000,INTERNATIONAL BLVD,Traffic Violation,3000 INTERNATIONAL BLVD,37.7789535,-122.228008
26,stop,2015-01-01 0:00:00,1240,3400,LINCOLN AVE,Traffic Violation,3400 LINCOLN AVE,37.7992138,-122.2149136
27,stop,2015-01-01 0:00:00,1010,300,WAYNE AV,Probable Cause,300 WAYNE AV,37.8026204,-122.2530563
28,stop,2015-01-02 0:00:00,2153,300,13TH ST,Traffic Violation,300 13TH ST,37.8024486,-122.2680712
29,stop,2015-01-02 0:00:00,2,,13TH ST & BROADWAY,Traffic Violation,13TH ST & BROADWAY,37.8036365,-122.2716606
30,stop,2015-01-02 0:00:00,1812,,14TH & FRANKLIN,Traffic Violation,14TH & FRANKLIN,37.8038323,-122.2701931
31,stop,2015-01-02 0:00:00,1312,,14TH AVE & E 17TH ST,Traffic Violation,14TH AVE & E 17TH ST,37.7814277,-122.2239429
32,stop,2015-01-02 0:00:00,1312,,14th Ave & E 17th St,Traffic Violation,14th Ave & E 17th St,37.7814277,-122.2239429
33,stop,2015-01-02 0:00:00,1744,300,14TH ST,Traffic Violation,300 14TH ST,37.8030737,-122.2676825
34,stop,2015-01-02 0:00:00,2309,300,14TH ST,Traffic Violation,300 14TH ST,37.8030737,-122.2676825
35,stop,2015-01-02 0:00:00,114,,14th St & Frank Ogawa Plaza,Traffic Violation,14th St & Frank Ogawa Plaza,37.8053433,-122.2715946
36,stop,2015-01-02 0:00:00,1808,,16TH ST & SAN PABLO AV,Traffic Violation,16TH ST & SAN PABLO AV,37.80634,-122.2719445
37,stop,2015-01-02 0:00:00,2245,,16th St & Telegraph Av,Traffic Violation,16th St & Telegraph Av,37.8061125,-122.2704915
38,stop,2015-01-02 0:00:00,2313,500,17TH ST,Traffic Violation,500 17TH ST,37.8068316,-122.2699254
39,stop,2015-01-02 0:00:00,1755,,17TH ST & BROADWAY,Traffic Violation,17TH ST & BROADWAY,37.8066639,-122.2697407
40,stop,2015-01-02 0:00:00,2128,,19TH AV & E 21ST ST,Probable Cause,19TH AV & E 21ST ST,37.7979682,-122.2446445
41,stop,2015-01-02 0:00:00,19,1900,22ND AV,Traffic Violation,1900 22ND AV,37.7879194,-122.2344444
42,stop,2015-01-02 0:00:00,1505,2000,25TH ST,Consensual Encounter,2000 25TH ST,37.7940399,-122.2321225
43,stop,2015-01-02 0:00:00,2156,,34TH & ETTIE ST,Reasonable Suspicion,34TH & ETTIE ST,37.8250079,-122.288503
44,stop,2015-01-02 0:00:00,2250,,35TH ST & MARKET ST,Consensual Encounter,35TH ST & MARKET ST,37.8255491,-122.275209
45,stop,2015-01-02 0:00:00,1614,1500,41ST AV,Probable Cause,1500 41ST AV,37.7739515,-122.2159599
46,stop,2015-01-02 0:00:00,104,500,43rd St,Traffic Violation,500 43rd St,37.8315428,-122.2638154
47,stop,2015-01-02 0:00:00,812,500,51st St,Traffic Violation,500 51st St,37.8373562,-122.2628681
48,stop,2015-01-02 0:00:00,1309,,51st Street & Lawton Ave,Traffic Violation,51st Street & Lawton Ave,37.8362343,-122.25652
49,stop,2015-01-02 0:00:00,1546,1800,57TH AV,Traffic Violation,1800 57TH AV,37.7681921,-122.198472
50,stop,2015-01-02 0:00:00,1609,2000,64th Ave,Traffic Violation,2000 64th Ave,37.7649432,-122.1923568
51,stop,2015-01-02 0:00:00,1106,2600,73RD AVE,Traffic Violation,2600 73RD AVE,37.7667437,-122.1753256
52,stop,2015-01-02 0:00:00,1106,2600,73RD AVE,Consensual Encounter,2600 73RD AVE,37.7667437,-122.1753256
53,stop,2015-01-02 0:00:00,944,,7th St & Center St,Traffic Violation,7th St & Center St,37.8053062,-122.2949405
54,stop,2015-01-02 0:00:00,2117,1400,80TH AVE,Traffic Violation,1400 80TH AVE,37.7566469,-122.1816055
55,stop,2015-01-02 0:00:00,1821,1200,BROADWAY,Traffic Violation,1200 BROADWAY,37.8030283,-122.2717456
56,stop,2015-01-02 0:00:00,1731,1200,BROADWAY,Traffic Violation,1200 BROADWAY,37.8030283,-122.2717456
57,stop,2015-01-02 0:00:00,2050,1200,BROADWAY,Traffic Violation,1200 BROADWAY,37.8030283,-122.2717456
58,stop,2015-01-02 0:00:00,1743,1500,Broadway,Traffic Violation,1500 Broadway,37.8053381,-122.2703573
59,stop,2015-01-02 0:00:00,2012,1600,BROADWAY,Traffic Violation,1600 BROADWAY,37.8060369,-122.2697752
60,stop,2015-01-02 0:00:00,14,2000,BROADWAY,Traffic Violation,2000 BROADWAY,37.8093419,-122.2677371
61,stop,2015-01-02 0:00:00,749,1900,Dennison St,Traffic Violation,1900 Dennison St,37.779517,-122.2420732
62,stop,2015-01-02 0:00:00,1005,5900,E 16th St,Traffic Violation,5900 E 16th St,37.7660956,-122.1981466
63,stop,2015-01-02 0:00:00,1640,400,E 18TH ST,Probable Cause,400 E 18TH ST,37.7990634,-122.2509239
64,stop,2015-01-02 0:00:00,1640,400,E 18TH ST,Probable Cause,400 E 18TH ST,37.7990634,-122.2509239
65,stop,2015-01-02 0:00:00,1640,400,E 18TH ST,Probable Cause,400 E 18TH ST,37.7990634,-122.2509239
66,stop,2015-01-02 0:00:00,1328,2100,E 24TH ST,Traffic Violation,2100 E 24TH ST,37.792481,-122.2319124
67,stop,2015-01-02 0:00:00,1328,2100,E 24TH ST,Traffic Violation,2100 E 24TH ST,37.792481,-122.2319124
68,stop,2015-01-02 0:00:00,1505,2000,E 25th Street,Consensual Encounter,2000 E 25th Street,37.7940399,-122.2321225
69,stop,2015-01-02 0:00:00,1505,2000,E 25th Street,Consensual Encounter,2000 E 25th Street,37.7940399,-122.2321225
70,stop,2015-01-02 0:00:00,1432,,FOOTHILL BLVD & RUTHERFORD ST,Probable Cause,FOOTHILL BLVD & RUTHERFORD ST,37.7840543,-122.2236913
71,stop,2015-01-02 0:00:00,1525,1400,INTERNATIONAL BLVD,Traffic Violation,1400 INTERNATIONAL BLVD,37.789468,-122.2455083
72,stop,2015-01-02 0:00:00,1628,1700,International Blvd,Traffic Violation,1700 International Blvd,37.787847,-122.2427443
73,stop,2015-01-02 0:00:00,1446,2200,INTERNATIONAL BLVD,Traffic Violation,2200 INTERNATIONAL BLVD,37.7846618,-122.2373546
74,stop,2015-01-02 0:00:00,1452,2300,International Blvd,Traffic Violation,2300 International Blvd,37.7834368,-122.2353429
75,stop,2015-01-02 0:00:00,2240,2400,International Blvd,Reasonable Suspicion,2400 International Blvd,37.7825863,-122.2340148
76,stop,2015-01-02 0:00:00,1615,2900,INTERNATIONAL BLVD,Traffic Violation,2900 INTERNATIONAL BLVD,37.7793392,-122.2288052
77,stop,2015-01-02 0:00:00,915,8400,INTERNATIONAL BLVD,Probable Cause,8400 INTERNATIONAL BLVD,37.7544271,-122.1775967
78,stop,2015-01-02 0:00:00,342,7000,Lockwood St,Reasonable Suspicion,7000 Lockwood St,37.764639,-122.1823876
79,stop,2015-01-02 0:00:00,1200,7600,MACARTHUR BLVD,Traffic Violation,7600 MACARTHUR BLVD,37.767562,-122.169428
80,stop,2015-01-02 0:00:00,840,8000,MACARTHUR BLVD,Traffic Violation,8000 MACARTHUR BLVD,37.764056,-122.1659532
81,stop,2015-01-02 0:00:00,2230,,NORTHGATE AV & SYCAMORE ST,Traffic Violation,NORTHGATE AV & SYCAMORE ST,37.8154025,-122.2703071
82,stop,2015-01-02 0:00:00,2330,1700,PERALTA ST,Traffic Violation,1700 PERALTA ST,37.8133901,-122.2923471
83,stop,2015-01-02 0:00:00,2322,6000,Shattuck Ave,Traffic Violation,6000 Shattuck Ave,37.8458816,-122.2652533
84,stop,2015-01-02 0:00:00,1742,1900,TELEGRAPH AV,Traffic Violation,1900 TELEGRAPH AV,37.8081889,-122.2697504
85,stop,2015-01-02 0:00:00,1041,4100,TELEGRAPH AVE,Traffic Violation,4100 TELEGRAPH AVE,37.8296334,-122.2639753
86,stop,2015-01-02 0:00:00,2127,4400,VIRGINIA AVE,Traffic Violation,4400 VIRGINIA AVE,37.7836022,-122.1987048
87,stop,2015-01-02 0:00:00,1730,900,Webster St,Traffic Violation,900 Webster St,37.8000567,-122.2705728
88,stop,2015-01-02 0:00:00,57,600,West Grand Ave,Traffic Violation,600 West Grand Ave,37.812557,-122.2715875
89,stop,2015-01-03 0:00:00,2313,500,17TH ST,Traffic Violation,500 17TH ST,37.8068316,-122.2699254
90,stop,2015-01-03 0:00:00,910,,27TH ST & MARTIN LUTHER KING JR WY,Traffic Violation,27TH ST & MARTIN LUTHER KING JR WY,37.8407158,-122.2700367
91,stop,2015-01-03 0:00:00,1450,1400,44th Ave,Traffic Violation,1400 44th Ave,37.7719967,-122.2139432
92,stop,2015-01-03 0:00:00,1450,1400,44th Ave,Traffic Violation,1400 44th Ave,37.7719967,-122.2139432
93,stop,2015-01-03 0:00:00,1511,400,51st St,Traffic Violation,400 51st St,37.836723,-122.2582559
94,stop,2015-01-03 0:00:00,2341,500,51st Street,Traffic Violation,500 51st Street,37.8373562,-122.2628681
95,stop,2015-01-03 0:00:00,1238,,51st Street & Desmond Street,Traffic Violation,51st Street & Desmond Street,37.8350305,-122.2534779
96,stop,2015-01-03 0:00:00,1730,,5th & Jefferson St,Traffic Violation,5th & Jefferson St,37.7995514,-122.2786242
97,stop,2015-01-03 0:00:00,1500,1000,7TH ST,Traffic Violation,1000 7TH ST,37.8034926,-122.2852152
98,stop,2015-01-03 0:00:00,2244,,87TH AV & INTERNATIONAL BLVD,Traffic Violation,87TH AV & INTERNATIONAL BLVD,37.7516894,-122.1758477
99,stop,2015-01-03 0:00:00,214,400,9th St,Traffic Violation,400 9th St,37.8004199,-122.2721166
100,stop,2015-01-03 0:00:00,1743,1100,ADELINE ST,Traffic Violation,1100 ADELINE ST,37.8073554,-122.2865886
101,stop,2015-01-03 0:00:00,931,,AILEEN ST & TELEGRAPH AVE,Traffic Violation,AILEEN ST & TELEGRAPH AVE,37.8417806,-122.2617731
102,stop,2015-01-03 0:00:00,1340,5300,BANCROFT AV,Traffic Violation,5300 BANCROFT AV,37.7719676,-122.2028723
103,stop,2015-01-03 0:00:00,943,3500,BEAUMONT AV,Traffic Violation,3500 BEAUMONT AV,37.8015145,-122.2285739
104,stop,2015-01-03 0:00:00,1538,8600,BIRCH ST,Traffic Violation,8600 BIRCH ST,37.755131,-122.1714006
105,stop,2015-01-03 0:00:00,10,0,Broadway,Probable Cause,0 Broadway,37.7947313,-122.2771676
106,stop,2015-01-03 0:00:00,2206,1200,BROADWAY,Traffic Violation,1200 BROADWAY,37.8030283,-122.2717456
107,stop,2015-01-03 0:00:00,2044,1400,Broadway,Traffic Violation,1400 Broadway,37.8043921,-122.2709531
108,stop,2015-01-03 0:00:00,2342,1400,Broadway,Traffic Violation,1400 Broadway,37.8043921,-122.2709531
109,stop,2015-01-03 0:00:00,2131,1800,BROADWAY,Traffic Violation,1800 BROADWAY,37.8076904,-122.2690851
110,stop,2015-01-03 0:00:00,2332,3000,Broadway,Traffic Violation,3000 Broadway,37.8188132,-122.2618502
111,stop,2015-01-03 0:00:00,1428,5800,COLLEGE AV,Traffic Violation,5800 COLLEGE AV,37.8461473,-122.2517074
112,stop,2015-01-03 0:00:00,1340,1700,E 19TH ST,Probable Cause,1700 E 19TH ST,37.7910512,-122.239978
113,stop,2015-01-03 0:00:00,2103,500,GRAND AV,Traffic Violation,500 GRAND AV,37.8119373,-122.2689798
114,stop,2015-01-03 0:00:00,1656,500,Grand Av,Traffic Violation,500 Grand Av,37.8119373,-122.2689798
115,stop,2015-01-03 0:00:00,1502,1000,GRAND AV,Traffic Violation,1000 GRAND AV,37.8153644,-122.2809591
116,stop,2015-01-03 0:00:00,1635,3300,GRAND AV,Traffic Violation,3300 GRAND AV,37.8127065,-122.2467994
117,stop,2015-01-03 0:00:00,2302,1900,Harrison St,Traffic Violation,1900 Harrison St,37.8063871,-122.2654448
118,stop,2015-01-03 0:00:00,936,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
119,stop,2015-01-03 0:00:00,1045,4100,HOWARD STREET,Traffic Violation,4100 HOWARD STREET,37.766888,-122.2220983
120,stop,2015-01-03 0:00:00,1530,9300,INTERNATIONAL BLVD,Probable Cause,9300 INTERNATIONAL BLVD,37.7479397,-122.1729295
121,stop,2015-01-03 0:00:00,2220,3200,JOAQUIN MILLER RD,Consensual Encounter,3200 JOAQUIN MILLER RD,37.809684,-122.1893545
122,stop,2015-01-03 0:00:00,1314,,Linda Ave & Piedmont Ave,Traffic Violation,Linda Ave & Piedmont Ave,37.8242092,-122.2471827
123,stop,2015-01-03 0:00:00,918,7300,MACARTHUR BLVD,Reasonable Suspicion,7300 MACARTHUR BLVD,37.7690554,-122.1715007
124,stop,2015-01-03 0:00:00,1315,7600,MACARTHUR BLVD,Traffic Violation,7600 MACARTHUR BLVD,37.767562,-122.169428
125,stop,2015-01-03 0:00:00,1639,2000,MARKET ST,Traffic Violation,2000 MARKET ST,37.8124944,-122.2791348
126,stop,2015-01-03 0:00:00,1634,4000,Martin Luther King Jr Way,Traffic Violation,4000 Martin Luther King Jr Way,37.8298427,-122.268407
127,stop,2015-01-03 0:00:00,1634,4000,Martin Luther King Jr Way,Traffic Violation,4000 Martin Luther King Jr Way,37.8298427,-122.268407
128,stop,2015-01-03 0:00:00,1600,3100,Nicol,Traffic Violation,3100 Nicol,37.7925216,-122.2141982
129,stop,2015-01-03 0:00:00,1306,6400,SAN LEANDRO ST,Traffic Violation,6400 SAN LEANDRO ST,37.7579228,-122.2011585
130,stop,2015-01-03 0:00:00,908,5500,Telegraph Av,Traffic Violation,5500 Telegraph Av,37.8403547,-122.2612457
131,stop,2015-01-03 0:00:00,2359,2800,Telegraph Ave,Traffic Violation,2800 Telegraph Ave,37.8171827,-122.2673666
132,stop,2015-01-03 0:00:00,1948,100,W Macarthur Blvd,Traffic Violation,100 W Macarthur Blvd,37.8219485,-122.2547902
133,stop,2015-01-03 0:00:00,2123,200,WASHINGTON ST,Reasonable Suspicion,200 WASHINGTON ST,37.7965477,-122.2775582
134,stop,2015-01-03 0:00:00,2324,700,WEBSTER ST,Traffic Violation,700 WEBSTER ST,37.7985864,-122.2717859
135,stop,2015-01-03 0:00:00,2241,2400,WEBSTER ST,Traffic Violation,2400 WEBSTER ST,37.8135146,-122.2646515
136,stop,2015-01-04 0:00:00,1644,,105TH AV & INTERNATIONAL BLVD,Traffic Violation,105TH AV & INTERNATIONAL BLVD,37.7392625,-122.1667318
137,stop,2015-01-04 0:00:00,2046,2200,13TH AV,Traffic Violation,2200 13TH AV,37.7951308,-122.2395755
138,stop,2015-01-04 0:00:00,2318,600,14th St,Traffic Violation,600 14th St,37.8060564,-122.2748262
139,stop,2015-01-04 0:00:00,2002,700,15TH ST,Traffic Violation,700 15TH ST,37.8073472,-122.2766838
140,stop,2015-01-04 0:00:00,2218,,16TH & ADELINE ST,Traffic Violation,16TH & ADELINE ST,37.8110562,-122.2856179
141,stop,2015-01-04 0:00:00,254,900,23RD AV,Traffic Violation,900 23RD AV,37.7785268,-122.236656
142,stop,2015-01-04 0:00:00,934,600,26TH Street,Traffic Violation,600 26TH Street,37.8163798,-122.2718198
143,stop,2015-01-04 0:00:00,2212,300,38th St,Traffic Violation,300 38th St,37.826029,-122.2574018
144,stop,2015-01-04 0:00:00,145,,43RD & MARKET ST,Traffic Violation,43RD & MARKET ST,37.833065,-122.2733325
145,stop,2015-01-04 0:00:00,2324,600,55th Street,Traffic Violation,600 55th Street,37.8405283,-122.2649865
146,stop,2015-01-04 0:00:00,1734,1100,60th Ave,Traffic Violation,1100 60th Ave,37.7611554,-122.2038616
147,stop,2015-01-04 0:00:00,100,,6TH & OAK ST,Traffic Violation,6TH & OAK ST,37.7955718,-122.2663386
148,stop,2015-01-04 0:00:00,1359,2600,73RD AV,Reasonable Suspicion,2600 73RD AV,37.7667437,-122.1753256
149,stop,2015-01-04 0:00:00,1359,2600,73RD AV,Reasonable Suspicion,2600 73RD AV,37.7667437,-122.1753256
150,stop,2015-01-04 0:00:00,1359,2600,73RD AV,Reasonable Suspicion,2600 73RD AV,37.7667437,-122.1753256
151,stop,2015-01-04 0:00:00,1708,1400,94TH AV,Traffic Violation,1400 94TH AV,37.747012,-122.1726916
152,stop,2015-01-04 0:00:00,1658,7400,BANCROFT AV,Traffic Violation,7400 BANCROFT AV,37.7654082,-122.1759469
153,stop,2015-01-04 0:00:00,416,4600,BOND ST,Traffic Violation,4600 BOND ST,37.7729026,-122.2100961
154,stop,2015-01-04 0:00:00,2341,4300,Broadway,Traffic Violation,4300 Broadway,37.8315196,-122.253912
155,stop,2015-01-04 0:00:00,2157,4500,Broadway,Traffic Violation,4500 Broadway,37.8328548,-122.2530936
156,stop,2015-01-04 0:00:00,2107,2500,CHURCH ST,Traffic Violation,2500 CHURCH ST,37.76869,-122.1786243
157,stop,2015-01-04 0:00:00,753,2500,E 12TH ST,Traffic Violation,2500 E 12TH ST,37.781352,-122.234066
158,stop,2015-01-04 0:00:00,333,800,GRAND AV,Traffic Violation,800 GRAND AV,37.8140773,-122.2780267
159,stop,2015-01-04 0:00:00,2314,1100,GRAND AV,Traffic Violation,1100 GRAND AV,37.8154229,-122.2824274
160,stop,2015-01-04 0:00:00,2120,3200,GRAND AV,Traffic Violation,3200 GRAND AV,37.8115501,-122.2473534
161,stop,2015-01-04 0:00:00,2355,3500,GRAND AV,Traffic Violation,3500 GRAND AV,37.8141727,-122.2457801
162,stop,2015-01-04 0:00:00,1819,8100,Hillside St,Traffic Violation,8100 Hillside St,37.7621436,-122.1679355
163,stop,2015-01-04 0:00:00,1819,8100,Hillside St,Traffic Violation,8100 Hillside St,37.7621436,-122.1679355
164,stop,2015-01-04 0:00:00,1819,8100,Hillside St,Traffic Violation,8100 Hillside St,37.7621436,-122.1679355
165,stop,2015-01-04 0:00:00,2222,3800,HOWE ST,Traffic Violation,3800 HOWE ST,37.8242679,-122.256023
166,stop,2015-01-04 0:00:00,2222,3800,Howe St,Traffic Violation,3800 Howe St,37.8242679,-122.256023
167,stop,2015-01-04 0:00:00,114,900,INTERNATIONAL BLVD,Traffic Violation,900 INTERNATIONAL BLVD,37.7929506,-122.2502498
168,stop,2015-01-04 0:00:00,237,1600,INTERNATIONAL BLVD,Traffic Violation,1600 INTERNATIONAL BLVD,37.7883618,-122.2439824
169,stop,2015-01-04 0:00:00,1647,7100,INTERNATIONAL BLVD,Traffic Violation,7100 INTERNATIONAL BLVD,37.7602704,-122.1886258
170,stop,2015-01-04 0:00:00,1610,7600,INTERNATIONAL BLVD,Traffic Violation,7600 INTERNATIONAL BLVD,37.7581533,-122.1847939
171,stop,2015-01-04 0:00:00,2234,5900,MACARTHUR BLVD,Probable Cause,5900 MACARTHUR BLVD,37.7766033,-122.1838068
172,stop,2015-01-04 0:00:00,2234,5900,MACARTHUR BLVD,Traffic Violation,5900 MACARTHUR BLVD,37.7766033,-122.1838068
173,stop,2015-01-04 0:00:00,2234,,MACARTHUR BLVD & SEMINARY AV,Probable Cause,MACARTHUR BLVD & SEMINARY AV,37.7763545,-122.183609
174,stop,2015-01-04 0:00:00,1803,1800,MANDELA PKWY,Traffic Violation,1800 MANDELA PKWY,37.8137203,-122.2902707
175,stop,2015-01-04 0:00:00,2259,600,MARKET ST,Traffic Violation,600 MARKET ST,37.8020052,-122.2830012
176,stop,2015-01-04 0:00:00,2044,1200,MARKET ST,Probable Cause,1200 MARKET ST,37.8068426,-122.2810307
177,stop,2015-01-04 0:00:00,2212,1500,MARKET ST,Traffic Violation,1500 MARKET ST,37.8089205,-122.2802866
178,stop,2015-01-04 0:00:00,2153,1900,MARKET ST,Traffic Violation,1900 MARKET ST,37.8117893,-122.2792787
179,stop,2015-01-04 0:00:00,211,2300,MARKET ST,Traffic Violation,2300 MARKET ST,37.8152581,-122.2781047
180,stop,2015-01-04 0:00:00,1646,4100,Masterson St,Traffic Violation,4100 Masterson St,37.7899391,-122.1963109
181,stop,2015-01-04 0:00:00,1043,,NORTHGATE AVE & SYCAMORE ST,Probable Cause,NORTHGATE AVE & SYCAMORE ST,37.8154025,-122.2703071
182,stop,2015-01-04 0:00:00,931,,Piedmont Ave & Pleasant Valley,Traffic Violation,Piedmont Ave & Pleasant Valley,37.8300723,-122.2477083
183,stop,2015-01-04 0:00:00,2236,3200,San Pablo Ave,Traffic Violation,3200 San Pablo Ave,37.8239227,-122.2778079
184,stop,2015-01-04 0:00:00,2239,3300,TELEGRAPH AV,Traffic Violation,3300 TELEGRAPH AV,37.8217531,-122.2662788
185,stop,2015-01-04 0:00:00,918,3400,TELEGRAPH AV,Traffic Violation,3400 TELEGRAPH AV,37.8227531,-122.2656546
186,stop,2015-01-04 0:00:00,1050,4800,TELEGRAPH AV,Traffic Violation,4800 TELEGRAPH AV,37.8348173,-122.2627407
187,stop,2015-01-04 0:00:00,2117,0,Telegraph Ave,Traffic Violation,0 Telegraph Ave,37.8368723,-122.2623906
188,stop,2015-01-04 0:00:00,2117,4500,Telegraph Ave,Traffic Violation,4500 Telegraph Ave,37.8335665,-122.2632783
189,stop,2015-01-04 0:00:00,2321,900,W GRAND AVE,Traffic Violation,900 W GRAND AVE,37.8145553,-122.2786541
190,stop,2015-01-04 0:00:00,853,1300,W Grand Ave,Traffic Violation,1300 W Grand Ave,37.8165196,-122.2874358
191,stop,2015-01-04 0:00:00,227,1200,WEBER ST,Traffic Violation,1200 WEBER ST,37.8020152,-122.2696455
192,stop,2015-01-04 0:00:00,2326,2900,Webster,Traffic Violation,2900 Webster,37.8175832,-122.2637977
193,stop,2015-01-04 0:00:00,117,300,Webster St,Traffic Violation,300 Webster St,37.7959182,-122.2731426
194,stop,2015-01-04 0:00:00,2326,1200,Webster St,Traffic Violation,1200 Webster St,37.8020152,-122.2696455
195,stop,2015-01-04 0:00:00,950,7100,WELD ST,Probation/Parole,7100 WELD ST,37.7639651,-122.1830084
196,stop,2015-01-04 0:00:00,2244,2300,WEST ST,Traffic Violation,2300 WEST ST,37.8137388,-122.2756573
197,stop,2015-01-05 0:00:00,1225,300,12th St,Traffic Violation,300 12th St,37.8017597,-122.268534
198,stop,2015-01-05 0:00:00,2351,2900,14th Ave,Traffic Violation,2900 14th Ave,37.7974074,-122.2300463
199,stop,2015-01-05 0:00:00,1729,1000,14TH ST,Traffic Violation,1000 14TH ST,37.8089196,-122.282913
200,stop,2015-01-05 0:00:00,1908,900,18TH ST,Traffic Violation,900 18TH ST,37.8111554,-122.2798958
201,stop,2015-01-05 0:00:00,6,,24TH ST & BROADWAY,Reasonable Suspicion,24TH ST & BROADWAY,37.8134022,-122.2655824
202,stop,2015-01-05 0:00:00,2307,,28TH ST & SAN PABLO AV,Traffic Violation,28TH ST & SAN PABLO AV,37.8184838,-122.2758925
203,stop,2015-01-05 0:00:00,2227,,33RD ST & SAN PABLO AV,Traffic Violation,33RD ST & SAN PABLO AV,37.8460703,-122.2846505
204,stop,2015-01-05 0:00:00,1935,,34th Street & Chestnut Street,Traffic Violation,34th Street & Chestnut Street,37.8252589,-122.2793085
205,stop,2015-01-05 0:00:00,1345,,35TH & PERALTA ST,Traffic Violation,35TH & PERALTA ST,37.8271011,-122.2813953
206,stop,2015-01-05 0:00:00,54,,37th St & Telegraph Av,Traffic Violation,37th St & Telegraph Av,37.8253863,-122.2654736
207,stop,2015-01-05 0:00:00,2041,2800,38th Ave,Traffic Violation,2800 38th Ave,37.7862012,-122.205478
208,stop,2015-01-05 0:00:00,1039,,42ND & LINDEN ST,Traffic Violation,42ND & LINDEN ST,37.8328036,-122.2762167
209,stop,2015-01-05 0:00:00,1853,400,51st St,Traffic Violation,400 51st St,37.836723,-122.2582559
210,stop,2015-01-05 0:00:00,1154,,51ST ST & SHATTUCK AV,Traffic Violation,51ST ST & SHATTUCK AV,37.8378871,-122.264172
211,stop,2015-01-05 0:00:00,1746,1400,57TH AV,Consensual Encounter,1400 57TH AV,37.7661297,-122.2016309
212,stop,2015-01-05 0:00:00,159,,67TH AV & INTERNATIONAL BLVD,Traffic Violation,67TH AV & INTERNATIONAL BLVD,37.7615066,-122.1918862
213,stop,2015-01-05 0:00:00,1542,1900,69TH AV,Traffic Violation,1900 69TH AV,37.7638451,-122.1848708
214,stop,2015-01-05 0:00:00,1554,,72ND AV & MACARTHUR BLVD,Traffic Violation,72ND AV & MACARTHUR BLVD,37.7696607,-122.1731628
215,stop,2015-01-05 0:00:00,2020,1400,7th St,Traffic Violation,1400 7th St,37.8053964,-122.293782
